Date,ALLSKY_SFC_SW_DWN,PS,WS2M,RH2M,T2M,PRECTOTCORR
02-04-1985,24.44,99.16,2.05,64.05,29.66,0.8
03-04-1985,25.01,99.07,1.93,67.45,28.71,0.57
04-04-1985,24.73,98.97,2.49,64.46,29.41,0.2
05-04-1985,24.71,99,2.43,58.45,30.08,1.65
06-04-1985,24.47,99.09,2,62.43,29.1,1.1
07-04-1985,24.88,98.94,2.22,65.83,28.79,0.67
08-04-1985,24.64,98.84,2.69,66.7,28.83,0.06
09-04-1985,24.45,98.86,2.74,66.19,28.74,0.02
10-04-1985,20.71,98.85,2.87,65.27,29.74,0.19
11-04-1985,20.77,98.88,2.35,72.99,28.63,1.19
12-04-1985,23.19,98.89,2.42,69.37,28.62,0.21
13-04-1985,24.29,98.84,2.47,63.57,29.19,0
14-04-1985,21.6,98.92,2.16,63.5,29.08,0
15-04-1985,23.63,98.98,2.04,63.6,29.07,0.06
16-04-1985,23.84,99.06,2.59,59.09,29.73,0.08
17-04-1985,24.76,99,2.49,60.88,29.54,0.01
18-04-1985,25.16,98.98,2.12,66.35,28.61,0.02
19-04-1985,24.39,98.94,2.01,69.18,28.18,0.3
20-04-1985,24.44,98.96,2.53,64.43,29.54,0.32
21-04-1985,24.16,99.08,1.81,63.93,29.71,0.12
22-04-1985,24.47,99.01,2.08,69.79,29,0.26
23-04-1985,23.29,98.92,2.14,71.92,28.66,0.29
24-04-1985,24.46,98.85,2.14,67.26,29.19,0.3
25-04-1985,23.56,98.92,1.72,66.95,29.04,0.17
26-04-1985,22.83,99.04,2.03,64.18,29.38,0.02
27-04-1985,24.95,98.9,2.79,62.62,30.04,0
28-04-1985,24.21,98.83,2.48,61.21,30.43,0.01
29-04-1985,23.51,98.9,1.93,65.98,29.75,0.02
30-04-1985,22.56,98.88,2.28,66.26,29.31,0.01
01-05-1985,23.81,98.85,2.72,65.72,29.16,0.01
02-05-1985,23.79,98.87,2.84,64.37,28.9,0
03-05-1985,22.47,98.94,2.8,64.05,28.62,0
04-05-1985,22.54,98.9,3.15,65.84,28.6,0
05-05-1985,23.16,98.91,3.14,63.56,28.71,0
06-05-1985,24.1,98.96,2.95,63.11,28.92,0
07-05-1985,24.09,99.02,3.09,62.33,29.65,0.03
08-05-1985,23.15,98.98,2.75,67.31,29.69,0.02
09-05-1985,21.78,98.96,2.06,68.9,29.44,0.08
10-05-1985,24.36,98.98,1.55,68.86,29.25,0.06
11-05-1985,24.22,98.99,1.44,70.99,28.51,0.13
12-05-1985,21.38,99.01,1.96,72.35,28.16,0.3
13-05-1985,19.53,98.97,1.61,72.15,27.53,1.25
14-05-1985,20.56,98.83,2.35,67.77,29.09,0.79
15-05-1985,23.68,98.79,2.33,68.31,29.28,0.1
16-05-1985,23.33,98.9,2.38,66.89,28.92,0.42
17-05-1985,23.97,98.89,2.39,65.08,30.44,1
18-05-1985,17.9,98.96,2.05,68.94,29.54,1.14
19-05-1985,21.23,98.93,2.64,71.95,28.77,1.62
20-05-1985,22.86,98.82,2.76,77.81,27.75,17.51
21-05-1985,17.49,98.7,2.44,79.07,27.41,11.69
22-05-1985,15.87,98.68,2.25,78.95,27.63,3.6
23-05-1985,21.02,98.68,2.7,75.02,27.96,1.46
24-05-1985,21.46,98.63,3,74.49,28.33,0.77
25-05-1985,19.94,98.66,3.22,74.94,28.3,1.7
26-05-1985,17.11,98.72,2.68,77.6,27.57,1.1
27-05-1985,20.37,98.62,2.51,81.71,27.1,14.95
28-05-1985,9.9,98.56,3.42,87.6,26.8,45.53
29-05-1985,9.52,98.72,2.59,87.73,26.36,51.24
30-05-1985,18.22,98.82,2.78,86.09,26.57,26.77
31-05-1985,11.59,98.84,2.55,86.83,26.58,4.11
01-06-1985,11.59,98.85,2.72,87.03,25.93,19.06
02-06-1985,15.29,98.83,2.56,89.77,25.77,30.08
03-06-1985,16.95,98.91,2.44,85.25,25.85,26.68
04-06-1985,20.31,98.95,2.57,83.18,25.81,11.15
05-06-1985,11.31,99.06,2.47,87.23,24.91,10.88
06-06-1985,8.51,99.19,2.49,84.22,24.95,47.78
07-06-1985,15.11,99.25,2.02,81.99,25.34,29.45
08-06-1985,18.36,99.18,2.06,81.32,26.29,15.39
09-06-1985,20.33,99.24,2.67,82.99,26.35,19.66
10-06-1985,14.85,99.29,2.87,82.95,25.52,13.81
11-06-1985,15.2,99.07,2.89,86.74,25.9,25.93
12-06-1985,14.56,98.98,2.66,90.1,25.84,43.76
13-06-1985,18.76,98.99,2.8,85.31,25.32,21.06
14-06-1985,16.15,99.1,2.42,79.74,25.26,21.9
15-06-1985,18.41,99.03,2.73,86.76,24.91,22.74
16-06-1985,21.3,98.89,3.03,87.43,25.07,19.89
17-06-1985,20.96,98.81,3.43,89.29,25.44,8.44
18-06-1985,16.05,98.81,3.98,90.01,25.25,24.29
19-06-1985,17.53,98.87,3.24,87.61,25.07,30.93
20-06-1985,17.67,98.91,2.61,89.07,25.09,16.61
21-06-1985,18.49,98.9,2.78,88.79,25.85,22.31
22-06-1985,18.19,98.85,2.7,88.99,25.95,31.69
23-06-1985,4.52,98.76,3.09,90.32,25.47,44.08
24-06-1985,11.89,98.72,3.13,85.77,25.18,97.54
25-06-1985,9.68,98.78,3.96,90.29,25.34,68.14
26-06-1985,8.46,99.02,3.8,84.37,24.95,37.28
27-06-1985,15.96,98.94,3.75,88.05,25.21,29.82
28-06-1985,11.4,98.99,4.04,89.06,25.73,45.1
29-06-1985,18.28,99.09,3.45,89.87,25.36,33.39
30-06-1985,18.92,99.15,2.91,90.65,25.2,14.58
01-07-1985,13.1,99.25,2.89,90.52,24.98,5.38
02-07-1985,20.51,99.17,3.12,88.95,25.19,8.04
03-07-1985,20.65,99.09,3.23,89.86,24.95,16.25
04-07-1985,18.11,99.1,3.45,92.11,24.96,30.92
05-07-1985,19.67,99.01,2.87,91.66,24.99,7.5
06-07-1985,20.28,98.97,2.9,90.45,25.27,1.9
07-07-1985,22.75,99.02,2.96,89.69,25.5,6.01
08-07-1985,12.08,99.06,2.78,90.97,25.26,5.66
09-07-1985,15.48,99.03,3.02,90.11,24.82,4.58
10-07-1985,9.9,98.98,1.66,87.55,23.84,24.33
11-07-1985,17.48,98.93,1.67,86.92,23.79,55.19
12-07-1985,18.53,98.96,2.51,88.59,24.64,15.48
13-07-1985,17.98,98.94,2.47,89.43,24.29,4.39
14-07-1985,18.65,99.01,2.33,88.54,24.1,15.05
15-07-1985,15.72,99.09,2.13,88.28,24.71,10.44
16-07-1985,9.45,99.09,2.32,87.88,24.93,1.48
17-07-1985,13.99,99.1,2.19,89.05,24.63,0.35
18-07-1985,15.48,99.03,2.26,88.3,24.25,12.43
19-07-1985,8.67,98.99,2.94,89.43,24.45,32.86
20-07-1985,16.15,99.11,3.15,90.93,23.82,26.47
21-07-1985,10.81,99.1,3.22,89.6,23.95,19.39
22-07-1985,15.14,99.11,2.84,91.67,23.54,34.57
23-07-1985,15.54,99.06,2.76,89.96,24.02,74.98
24-07-1985,17.55,99.01,3.03,89.04,24.83,39.69
25-07-1985,13.19,99,2.72,91.03,24.53,59.45
26-07-1985,10.59,99.04,2.4,90.8,24.12,21.81
27-07-1985,15.68,99.19,2.82,89.74,24.38,7.78
28-07-1985,17.63,99.25,2.15,90.74,24.23,13.12
29-07-1985,18.95,99.19,2.32,88.95,24.3,4.44
30-07-1985,16.16,99.04,2.26,88.69,24.29,4.27
31-07-1985,15.84,98.94,2.6,90.95,24.14,14.95
01-08-1985,17.07,98.93,2.88,91.81,24.11,34.01
02-08-1985,16.57,99.01,2.98,91.44,23.96,57.32
03-08-1985,23.26,99.11,2.54,88.31,24.29,47.67
04-08-1985,13.59,99.29,1.75,86.8,24.27,17.06
05-08-1985,17.8,99.26,1.58,89.13,24.21,14.52
06-08-1985,15.91,99.06,1.99,91.92,24.22,18.29
07-08-1985,14.26,98.97,2.5,92.2,24.53,32.53
08-08-1985,17.61,99.02,2.72,90.93,24.51,18.69
09-08-1985,8.16,99.07,2.95,91.36,24.56,49.34
10-08-1985,21.17,99.03,2.81,91.2,24.63,43.57
11-08-1985,18.78,98.93,2.89,91.2,24.85,21.88
12-08-1985,20.32,98.91,2.68,91.2,24.78,25.38
13-08-1985,11.35,98.92,2.72,92.53,24.51,25.04
14-08-1985,10.34,98.79,2.67,92.24,24.46,40.32
15-08-1985,17.51,98.71,2.71,91.84,24.73,21.95
16-08-1985,18.98,98.76,2.98,90.03,24.81,23.18
17-08-1985,19.8,98.83,2.7,88.95,25.14,19.28
18-08-1985,15.02,98.9,2.4,89.47,25.19,8.69
19-08-1985,15.2,98.91,2.21,90.96,24.49,4.18
20-08-1985,17.13,98.95,2.51,89.8,24.8,2.88
21-08-1985,18.85,99,2.67,90.22,24.58,2.58
22-08-1985,18.86,99.01,2.82,89.73,24.73,1.45
23-08-1985,13.46,99.07,2.71,90.9,24.45,11.94
24-08-1985,20.08,99.06,2.57,89.58,24.79,9.91
25-08-1985,20.55,99.07,2.53,89.36,24.9,2.61
26-08-1985,17.25,99.04,2.38,89.16,24.66,10.59
27-08-1985,20.86,99.02,3.19,90.28,24.57,8.04
28-08-1985,22.85,99.02,2.77,86.83,24.76,4.95
29-08-1985,20.39,99.03,2.12,88.24,24.85,7.07
30-08-1985,20.69,99.07,2.81,88.58,25,5.07
31-08-1985,19.08,99.01,2.5,88.81,24.83,4.73
01-09-1985,18.65,98.99,1.83,88.58,24.87,0.97
02-09-1985,20.14,99.1,1.97,87.12,24.97,0.56
03-09-1985,17.23,99.12,2.01,84.28,24.95,0.3
04-09-1985,16.65,99.08,1.83,85.82,24.64,1.36
05-09-1985,20.6,99.1,1.07,83.81,24.4,1.48
06-09-1985,20.34,99.12,1.78,86.2,24.62,0.89
07-09-1985,20.47,99.13,1.44,80.06,24.55,13.36
08-09-1985,19.2,99.02,1.28,80.49,24.71,14.11
09-09-1985,19.07,98.93,1.42,81.78,24.95,4.49
10-09-1985,20.92,98.99,1.47,85.89,24.66,0.97
11-09-1985,12.15,99.03,1.81,86.72,24.93,2.69
12-09-1985,17.32,98.98,2.18,86.63,25,13.39
13-09-1985,19.47,98.96,2.38,86.3,25.09,7.77
14-09-1985,17.67,98.96,2.34,85.32,25.21,3.69
15-09-1985,22.31,99.02,2.32,84.25,25.34,1.13
16-09-1985,23.64,99.12,2.29,85.49,25.22,4.87
17-09-1985,22.15,99.14,2.06,85.39,25.16,1.66
18-09-1985,18.56,99.08,2,85.26,25.28,0.05
19-09-1985,22.16,99.03,2.07,85.31,25.37,0.58
20-09-1985,22.16,99,2,85.08,25.1,0.29
21-09-1985,20.78,99.17,0.84,81.36,24.17,0.06
22-09-1985,21.99,99.25,1.34,78.31,25.2,0.11
23-09-1985,20.96,99.17,1.71,81.53,25.47,0.11
24-09-1985,23.04,99.19,1.95,85.5,24.81,0.63
25-09-1985,17.64,99.1,2.3,85.51,25.32,1.9
26-09-1985,22.01,98.96,1.57,89.1,25.98,15.44
27-09-1985,21.68,98.94,1.32,89.38,25.78,10.42
28-09-1985,20.3,98.94,0.97,88.18,25.57,2.26
29-09-1985,19.35,98.99,1.04,88.17,25.4,2.25
30-09-1985,22.17,99,1.28,86.59,25.59,5.99
01-10-1985,17.44,98.97,1.72,89.59,25.45,7.87
02-10-1985,17.48,98.97,2.96,90.77,25.27,14.49
03-10-1985,17.49,98.97,2.22,88.29,24.83,12.09
04-10-1985,15.21,98.82,2.46,86.83,25.1,13.42
05-10-1985,3.02,98.85,2.55,86.33,25.02,22.5
06-10-1985,20.15,99.03,2.45,87.1,25.28,61.73
07-10-1985,20.72,99.03,2.12,84.39,25.26,6.58
08-10-1985,21.31,99.01,2.42,85.35,25.41,4.7
09-10-1985,17.39,99.11,2.49,84.83,25.52,17.4
10-10-1985,16.84,99.16,2.47,83.62,25.26,23.23
11-10-1985,17.78,99.04,2.96,85.05,25.26,10.39
12-10-1985,20.73,99.04,2.65,84.47,25.4,0.92
13-10-1985,21.28,99.13,1.59,82.79,25.02,0.37
14-10-1985,22.7,99.03,1.68,82.22,24.91,1.13
15-10-1985,23.51,98.97,1.52,78.93,24.5,0.4
16-10-1985,18.04,99.03,1.65,81.01,23.74,0.01
17-10-1985,21.18,99.06,1.57,81.32,23.85,0.01
18-10-1985,22.02,99.02,1.74,83.64,24.45,0.01
19-10-1985,14.56,99.1,2.33,84.89,24.91,0.44
20-10-1985,21.65,99.22,1.51,83.23,25.48,0.5
21-10-1985,19.16,99.38,1.06,84.08,25.09,0.66
22-10-1985,22.11,99.34,1.11,76.05,25.92,2.5
23-10-1985,22.01,99.22,1.26,68.18,25.76,0.38
24-10-1985,17.48,99.18,1.43,65.16,24.67,0.68
25-10-1985,21.62,99.2,1.72,77.73,24.62,0
26-10-1985,21.38,99.26,1.26,81.8,25.53,0.07
27-10-1985,18.63,99.28,0.87,86.78,24.85,5.1
28-10-1985,21.19,99.21,1.15,81.29,25.81,0.83
29-10-1985,19.43,99.17,0.94,77.87,26.17,0.54
30-10-1985,21.7,99.17,1.01,78.67,26.13,0.23
31-10-1985,18.12,99.26,1.12,80.88,26.09,0.05
01-11-1985,22.16,99.22,1.63,81.06,26.16,0.16
02-11-1985,22.05,99.24,1.18,80.12,25.57,0.13
03-11-1985,19.55,99.19,1.3,68.05,25.86,0.01
04-11-1985,20.08,99.17,1.41,77.06,26.07,0.28
05-11-1985,18.28,99.1,1.15,86.78,25.07,6.12
06-11-1985,17.98,99.02,1.33,82,25.79,7.4
07-11-1985,12.61,99.07,1.47,89.82,25.02,8.45
08-11-1985,16.09,99.2,1.27,91.14,24.17,22.16
09-11-1985,16.01,99.07,1.18,84.21,25.11,10.41
10-11-1985,20.49,98.93,1.22,84.43,25.35,0.88
11-11-1985,21.19,98.92,0.82,78.56,25.51,0.29
12-11-1985,21.45,99.03,1.35,73.5,26.3,0.01
13-11-1985,17.92,99.11,1.33,73.48,25.64,0
14-11-1985,20.72,99.18,1.02,74.93,25.57,0
15-11-1985,21.25,99.16,1.04,75.2,25.15,0
16-11-1985,21.18,99.2,0.99,69.65,25.08,0
17-11-1985,17.33,99.23,1.09,70.1,24.59,0
18-11-1985,19.58,99.2,1.15,75.47,25.11,0.01
19-11-1985,18.88,99.2,1.2,78.36,25.85,0.12
20-11-1985,10.53,99.28,1.42,80.29,25.65,0.05
21-11-1985,19.27,99.39,1.42,81.69,25.43,0.02
22-11-1985,20.48,99.39,1.58,82.73,25.46,0.04
23-11-1985,20.65,99.32,1.51,75.64,25.59,0.02
24-11-1985,20.63,99.36,1.48,75.04,24.97,0
25-11-1985,20.61,99.41,1.28,74.09,24.56,0
26-11-1985,18.37,99.49,1.51,72.43,24,0
27-11-1985,18.97,99.43,1.37,68.68,24.44,0
28-11-1985,18.87,99.37,1.29,67.44,24.3,0
29-11-1985,19.74,99.4,1.28,65.82,24.31,0
30-11-1985,19.71,99.4,1.3,60.34,23.79,0
01-12-1985,19.76,99.38,1.7,68.74,23.18,0
02-12-1985,19.76,99.29,1.26,76.02,25.44,0.09
03-12-1985,19.64,99.28,1.52,81.02,25.65,0.57
04-12-1985,19.77,99.32,1.24,74.98,25.81,0.39
05-12-1985,18.29,99.31,1.14,75.04,25.57,0.07
06-12-1985,17.58,99.31,1.16,76.85,25.31,0.06
07-12-1985,17.59,99.3,1.3,78.19,25.39,0.14
08-12-1985,14.93,99.28,1.12,76.02,26.13,0.2
09-12-1985,16.06,99.14,1.24,79.82,25.5,0.18
10-12-1985,16.32,99.11,1.11,81.43,25.39,0.54
11-12-1985,12.04,99.21,0.73,82.44,25.05,5.01
12-12-1985,18.52,99.26,1.49,79.69,24.73,0.51
13-12-1985,19.04,99.19,1.08,75.92,25.58,0
14-12-1985,18.68,99.21,1.32,76.86,25.95,0
15-12-1985,18.91,99.3,1.66,79.48,25.97,0.07
16-12-1985,18.16,99.25,1.37,80.04,25.85,0.23
17-12-1985,17.3,99.28,1.3,74.94,25.63,0.28
18-12-1985,16.55,99.31,1.42,70.7,25.74,0.05
19-12-1985,19.46,99.24,1.42,72.62,26.08,0
20-12-1985,19.46,99.34,1.51,61.57,25.61,0
21-12-1985,19.52,99.42,1.41,61.48,25.54,0
22-12-1985,19.5,99.49,1.77,62.43,25.13,0
23-12-1985,19.83,99.43,1.33,64,24.89,0
24-12-1985,18.87,99.37,1.33,60.65,24.78,0
25-12-1985,19.09,99.43,1.61,61.52,24.51,0
26-12-1985,19.19,99.39,1.44,60.61,24.87,0
27-12-1985,19.34,99.29,1.56,68.27,25.54,0
28-12-1985,19.45,99.26,1.3,67.7,26.35,0
29-12-1985,19.6,99.32,1.4,64.51,25.74,0
30-12-1985,19.68,99.3,1.44,58.87,25.74,0
31-12-1985,18.87,99.28,1.19,57.16,25.27,0
01-01-1986,18.26,99.24,0.92,58.35,25.18,0
02-01-1986,18.24,99.22,1.66,60.24,24.74,0
03-01-1986,17.44,99.3,1.4,57.82,25.09,0
04-01-1986,17.28,99.28,1.53,58.24,24.54,0
05-01-1986,19.04,99.16,1.86,61.4,25.52,0
06-01-1986,20.17,99.17,1.42,62.89,25.73,0
07-01-1986,19.34,99.18,1.63,65.39,26.11,0
08-01-1986,19.12,99.12,1.36,64.52,26.8,0
09-01-1986,19.43,99.18,1.41,65.32,27.09,0
10-01-1986,15.39,99.2,1.13,68.31,27.01,0.14
11-01-1986,15.4,99.07,1.36,67.93,26.88,0.16
12-01-1986,16.73,98.93,1.09,63.39,27.62,0.03
13-01-1986,18.33,99.1,1.26,66.2,26.73,0
14-01-1986,17.12,99.21,1.93,69.58,26.29,1.2
15-01-1986,16.08,99.29,1.41,76.33,25.61,1.92
16-01-1986,19.73,99.27,1.48,70.73,26.14,0.57
17-01-1986,19.54,99.31,1.5,65.25,26.25,0.18
18-01-1986,11.84,99.29,1.41,68.68,26.01,0.02
19-01-1986,18.84,99.37,1.6,75.59,25.4,0
20-01-1986,19.7,99.45,1.58,70.08,26.02,0
21-01-1986,18.8,99.45,2,70.1,26.44,0
22-01-1986,18.76,99.4,1.82,64.08,27.12,0
23-01-1986,18.85,99.44,1.71,62.32,26.79,0
24-01-1986,18.91,99.42,1.74,62.31,26.69,0
25-01-1986,20.19,99.39,1.44,58.21,26.62,0
26-01-1986,20.51,99.34,1.83,62.84,26.47,0.01
27-01-1986,20.56,99.35,1.88,63.83,26.26,0.01
28-01-1986,20.58,99.32,1.78,63.51,26.03,0
29-01-1986,19.64,99.38,1.52,69.8,25.98,0.01
30-01-1986,18.21,99.37,2.29,70.84,25.84,0.02
31-01-1986,19.68,99.29,2.12,69.33,25.26,0
01-02-1986,20.04,99.25,1.88,65.37,25.05,0
02-02-1986,20.18,99.3,1.87,61.79,25.73,0
03-02-1986,20.38,99.29,1.77,63.57,26.36,0
04-02-1986,20.55,99.28,1.94,62.96,26.89,0
05-02-1986,20.64,99.25,1.93,64.09,27.03,0.01
06-02-1986,20.68,99.21,1.88,62.49,27.11,0
07-02-1986,21.07,99.2,1.66,66.79,26.69,0.02
08-02-1986,21.11,99.31,1.7,68.93,26.12,0.08
09-02-1986,19.87,99.36,2.02,67.56,26.36,0.02
10-02-1986,20.62,99.41,2.42,66.55,26.76,0.1
11-02-1986,21.12,99.3,2.36,65.31,27.14,0.9
12-02-1986,21.12,99.25,2.36,67.4,26.84,1.08
13-02-1986,21.36,99.33,2.46,67.86,26.57,0.33
14-02-1986,20.23,99.39,2.63,65.75,26.22,0.21
15-02-1986,21.89,99.35,2.61,60.93,25.72,0.02
16-02-1986,22.01,99.26,2.38,63.08,24.85,0.36
17-02-1986,22.06,99.3,2.06,62.2,24.8,0.09
18-02-1986,21.32,99.41,1.98,58.1,25.67,0
19-02-1986,19.64,99.39,2.04,60.52,26.25,0.01
20-02-1986,20.82,99.37,1.66,66.56,26.38,0.57
21-02-1986,19.39,99.32,2.12,67.24,27.42,0.56
22-02-1986,21.68,99.23,2.38,67.15,27.43,0.16
23-02-1986,21.65,99.08,2.23,62.24,27.25,0.02
24-02-1986,20.76,99.03,1.67,59.13,27.69,0.01
25-02-1986,20.99,99.05,1.69,64.45,27.54,0.04
26-02-1986,22.65,99.1,1.63,66.56,27.63,0.16
27-02-1986,22.66,99.08,1.64,68.51,27.73,0.75
28-02-1986,22.29,99.13,1.49,68.96,27.41,0.53
01-03-1986,21.68,99.22,1.59,68.5,27.6,0.2
02-03-1986,22.25,99.26,1.95,61.88,28.18,0.21
03-03-1986,22.62,99.25,2.22,58.18,28.33,0
04-03-1986,22.7,99.21,2,55.64,28.55,0
05-03-1986,21.17,99.19,1.93,59.49,28.98,0
06-03-1986,21.12,99.23,1.84,64.31,28.21,0.05
07-03-1986,21.36,99.19,2.05,65.34,28.7,0.07
08-03-1986,19.6,99.14,1.65,66.68,28.08,0.12
09-03-1986,20.46,99.13,1.53,62.93,28.59,0.04
10-03-1986,21.02,99.13,1.6,61.18,29.19,0.07
11-03-1986,21.42,99.14,1.48,63.33,28.58,0.26
12-03-1986,23.47,99.13,1.8,69.31,28.09,0.07
13-03-1986,23.35,99.13,2.2,73.7,27.6,0.4
14-03-1986,22.37,99.01,2.77,68.39,28.79,0.1
15-03-1986,23.61,98.84,2.22,61.71,29.57,0
16-03-1986,22.48,98.88,1.67,65.64,29.02,0.13
17-03-1986,23,99.06,1.66,69.45,28.33,0.39
18-03-1986,20.48,99.11,1.52,68.02,28.15,1.12
19-03-1986,23.42,99.01,1.84,63.31,28.84,0.08
20-03-1986,22.07,99.07,1.93,64.36,28.08,0.22
21-03-1986,22.43,99.03,2.53,63.62,28.75,1.63
22-03-1986,24.72,98.97,2.28,59.21,29.45,0
23-03-1986,21.07,99.04,2.14,63.31,29.05,0.03
24-03-1986,22.62,99.03,2.6,56.54,29.08,0
25-03-1986,22.66,99,2.38,59.43,28.87,0
26-03-1986,22.75,99.15,1.93,60.66,29.2,0
27-03-1986,23.75,99.35,1.67,64.23,29.07,0
28-03-1986,22.03,99.15,1.88,60.54,29.71,0
29-03-1986,23.22,99.19,1.89,66.4,28.52,0
30-03-1986,23.28,99.23,2.15,66.13,28.39,0.03
31-03-1986,23.69,99.05,3.07,59.81,29.55,0.02
01-04-1986,25.42,99.03,2.86,57.03,29.22,0
02-04-1986,24.28,99.11,2.76,59.39,28.65,0
03-04-1986,24.05,99.06,2.44,61.63,28.74,0
04-04-1986,24.3,99.1,1.83,64.83,28.82,0.01
05-04-1986,26.09,99.08,2.07,65.38,29.34,0.03
06-04-1986,20.79,99.06,2.15,66.54,29.19,0
07-04-1986,24,99.05,1.92,64.76,29.6,0
08-04-1986,23.93,99.08,2.27,67.03,29.14,0.02
09-04-1986,24.55,99.07,2.04,65.69,29.19,0.01
10-04-1986,24.71,99.13,1.95,64.38,29.4,0
11-04-1986,24.21,99.18,1.8,64.44,29.74,0.01
12-04-1986,24.23,99.18,1.67,65.22,29.45,0.01
13-04-1986,24.65,99.07,1.88,64.17,29.72,0
14-04-1986,25.51,99.21,1.94,68.8,29.09,0.02
15-04-1986,23.86,99.24,2.05,67,29.41,0.01
16-04-1986,22.55,99.2,1.74,71.61,28.44,0.05
17-04-1986,20.74,99,1.57,71.93,28.11,0.42
18-04-1986,24.2,98.93,1.7,69.74,28.78,0.15
19-04-1986,25.25,99,2,68.6,28.9,0.07
20-04-1986,25.41,98.87,2.49,62.76,30.22,0.27
21-04-1986,24.17,98.85,1.75,64.2,29.87,0.08
22-04-1986,24.52,98.97,2.13,63.87,29.97,0.12
23-04-1986,24.49,98.94,2.12,66.23,29.55,0.66
24-04-1986,25.23,98.85,2.3,65.79,29.5,0.34
25-04-1986,21.32,98.84,2.39,63.99,29.7,0.22
26-04-1986,24.15,98.84,2.16,69.86,29.3,0.35
27-04-1986,23.2,98.89,2.11,67.4,29.55,0.84
28-04-1986,20.67,98.91,2.19,66.26,29.36,0.6
29-04-1986,24.23,98.84,2.45,65.49,29.51,0.08
30-04-1986,20.62,98.89,1.87,67.52,29.19,0.03
01-05-1986,17.39,98.94,2.13,75.2,28.17,0.73
02-05-1986,19.45,98.89,2.67,70.1,28.58,0.31
03-05-1986,20.46,98.94,2.27,80.3,27.06,1.47
04-05-1986,20.64,98.97,2.38,75.8,28.08,0.76
05-05-1986,23.1,98.94,1.86,75.82,28.04,0.77
06-05-1986,23.71,98.94,1.83,72.61,28.36,0.3
07-05-1986,22.18,98.97,2.01,65.62,28.75,0.05
08-05-1986,23.34,98.99,2.29,64.99,29.01,0.04
09-05-1986,22.1,99,2.56,64.95,29.1,0.08
10-05-1986,23.54,98.9,2.81,64.27,29.17,0.02
11-05-1986,23.38,98.87,2.94,65.43,29.24,0.01
12-05-1986,24.32,98.96,2.68,66.87,29.36,0.31
13-05-1986,21.86,99.06,2.51,65.83,29.52,0.73
14-05-1986,17.94,99.11,2.18,69.81,28.87,0.71
15-05-1986,22.85,99.11,1.96,74.55,28.37,10.83
16-05-1986,23.35,99.15,2.47,75.75,28.43,3.51
17-05-1986,23.94,99.08,2.71,73.56,28.92,0.04
18-05-1986,24.37,98.97,2.66,69.78,29.38,0.03
19-05-1986,23.04,98.98,3.08,68.78,29.4,0.02
20-05-1986,22.38,98.94,3.34,71.93,29.02,2.49
21-05-1986,21.65,98.99,2.72,74.46,28.49,1.49
22-05-1986,24.16,99.14,2.17,70.78,28.2,0.01
23-05-1986,20.64,99.12,2.03,67.67,28.7,0
24-05-1986,21.33,99.12,2.24,68.09,28.47,0.35
25-05-1986,23.54,99.05,2.3,66.55,28.52,0.34
26-05-1986,23.62,99.01,2.41,72.11,28.46,0.19
27-05-1986,23.77,99.02,2.65,70.16,29.24,0.28
28-05-1986,23.1,99.1,2.95,69.18,29.61,0.45
29-05-1986,22.86,98.92,3.56,70.14,29.34,0.98
30-05-1986,17.9,98.79,3.02,71.96,28.54,16.96
31-05-1986,15.5,98.84,1.89,82.25,26.75,19.35
01-06-1986,21.62,99,1.45,75.17,27.16,1.7
02-06-1986,20.92,99.08,1.77,80.25,27.22,2.32
03-06-1986,20.13,98.97,2.17,80.88,27.27,1.91
04-06-1986,18.34,98.88,1.64,81.29,26.77,9.97
05-06-1986,21.17,99,1.71,81.77,25.97,28.01
06-06-1986,13.93,98.94,2.25,82.07,26.38,36.18
07-06-1986,21.09,98.87,1.93,84.09,26.54,17.49
08-06-1986,22.78,98.89,3,84.79,26.39,5.77
09-06-1986,16.12,98.96,3.17,84.47,25.94,6.59
10-06-1986,19.36,98.9,3.39,81.63,26.43,1.63
11-06-1986,17.83,98.82,3.02,84.53,26.48,9.39
12-06-1986,17.58,98.67,4.01,88.18,26.74,12.28
13-06-1986,17.37,98.58,2.98,86.84,25.5,5.17
14-06-1986,13.71,98.42,2.28,85.6,26.04,27.83
15-06-1986,8.61,98.35,3.43,90.4,25.54,57.51
16-06-1986,12.15,98.36,4.1,90.91,25.91,52.42
17-06-1986,8.26,98.62,4.34,89.86,25.42,49.79
18-06-1986,12.31,98.77,3.56,87.67,25.6,57.99
19-06-1986,8.47,98.75,3.92,89.02,25.56,58.83
20-06-1986,15.16,98.74,4.22,89.11,25.53,48.99
21-06-1986,16.01,98.78,3.87,87.46,25.35,36.29
22-06-1986,17.88,98.89,3.66,84.74,25.49,18.15
23-06-1986,13.94,98.92,3.5,86.9,25.31,18.73
24-06-1986,10.13,98.9,3.98,88.12,25.25,32.51
25-06-1986,11.4,99.01,3.35,90.59,25.18,40.47
26-06-1986,18.15,98.92,2.59,91.62,25.62,25.83
27-06-1986,16.44,98.98,2.91,90.52,25.52,15.48
28-06-1986,11.45,99.08,3.61,87.96,25.01,14.88
29-06-1986,13.88,99.06,2.9,88.16,25.17,25.35
30-06-1986,8.82,99.05,2.64,87.96,25.68,20.21
01-07-1986,13.09,99.08,2.81,91.99,25.51,81.48
02-07-1986,15.74,99.01,2.82,91.57,25.53,27.98
